85,肉料理 Zushio,,133.3681121,34.4889593,0
86,おかず屋ゆきの,,133.3643943,34.4833565,0
87,大衆食堂さんさん亭,,133.3617952,34.4881977,0
88,饂飩屋 康平衛 うどんや こうべえ,,133.3833144,34.4882352,0
89,スパイスノート,,133.35297,34.556878,0
90,お好み こな家,,133.328808,34.545174,0
91,和彩居酒屋 うら川,,133.370047,34.486181,0
92,ヌーベルバーグ,,133.3737505,34.4880773,0
93,ステーキ懐石都春日（都ウエディング）,,133.4115533,34.5090206,0
94,ベジッポ食堂,,133.4079321,34.4903363,0
95,BISTRO GALUE ビストロ ガリュー,,133.3635734,34.4838417,0
96,中国四川料理 又来軒 福山ニューキャッスル店,,133.360785,34.4884233,0
97,<![CDATA[Cafe' & com. Sakkuru]]>,,133.387728,34.498479,0
98,うどん居酒屋 結備庵-ゆうびあん-,,133.3938471,34.5000385,0
99,鉄板居酒屋わっしょい,,133.392422,34.473841,0
100,アンナプルナ,,133.306656,34.474025,0
101,祭り鶏 もんど,,133.3973579,34.5002536,0
102,川長のブニ弁当 光,,133.3693498,34.476301,0
103,如稲,,133.3505601,34.489259,0
104,大阪王将 福山川口店,,133.3838867,34.4645663,0
105,大阪王将 福山南本庄店,,133.3505629,34.4875486,0
106,大阪王将 福山平成大学前店,,133.349621,34.5464491,0
107,大阪王将 福山ＳＡ店,,133.3133705,34.4911525,0
108,春吉,,133.367537,34.486669,0
109,こわっぱ鉄板ダイニング,,133.3568509,34.5514598,0
110,<![CDATA[ラテ&スイーツ 神辺夕日カフェ]]>,,133.3806064,34.562933,0
111,魚安食堂,,133.387093,34.468051,0
112,炉端焼き しろ 花園本店,,133.373651,34.48105,0
113,TEPPAN DINING SHIGEBA,,133.3698295,34.484139,0
114,萬よし,,133.3707692,34.4844656,0
115,ベトナム料理店 アオババ,,133.3668446,34.4842454,0
116,仕出し･弁当たかの,,133.2985886,34.3868864,0
117,ハーベスト,,133.3618135,34.4879839,0
118,海鮮居酒屋 さかりば,,133.3597896,34.5472663,0
119,がブリチキン福山駅前店,,133.3638837,34.4885175,0
120,田丸屋,,133.3188839,34.4159189,0
121,府中焼き 鉄板焼き 鉄餞,,133.426423,34.506008,0
122,ビストロ ボントレ,,133.378874,34.461942,0
123,竹野食堂,,133.2568609,34.44693,0
124,スティルブラン,,133.3870874,34.4458146,0
125,The PEROLINESS Chicken FUKUYAMA ザ・ペロリネスチキン フクヤマ,,133.3654604,34.4847357,0
126,SPAIN BAR ASTORIA ～スペイン バル アストリア～,,133.3645569,34.488038,0
127,焼肉ビストロ LOVE♡BEEF。,,133.3655394,34.4878286,0
128,鳥好,,133.3648236,34.4877631,0
129,青冥 船町店,,133.3671875,34.4872932,0
130,めだか2号店,,133.3647471,34.4864957,0
131,ラルドワーズ,,133.3466009,34.5465525,0
132,喫茶 琥珀,,133.3722706,34.4783861,0
133,おばんざい 木むら,,133.3785376,34.4887447,0
134,IKEGUCHI MEAT PUBLIC HOUSE(イケグチミートパブリックハウス）),,133.3636319,34.4886685,0
135,organo,,133.3646854,34.4867747,0
136,お好み焼紅葉,,133.390358,34.498876,0
137,イタリアンダイニングAji-to,,133.3573408,34.48081,0
138,手羽先道場 ぐんけい,,133.365193,34.487602,0
139,CHUNK チャンク,,133.365297,34.4876954,0
140,HOT BLUES CAFE,,133.4017829,34.4748979,0
141,拉麺 餃子 静流 shizuru,,133.3652165,34.4867049,0
142,しゃぶ吉,,133.3684818,34.4857243,0
143,Bar Blossom(ブロッサム),,133.367409,34.487098,0
144,宮通り酒場 ひろや,,133.3640643,34.4867764,0
145,がっつりグリル 肉バル,,133.365695,34.4869478,0
146,げんちゃんコロッケ,,133.3999229,34.4944495,0
147,丼丸 御幸店,,133.3472607,34.5469951,0
148,丼丸 福山店,,133.4334243,34.5173909,0
149,瀬戸内料理 たんと,,133.3648233,34.4873622,0
150,壱乃藏,,133.368951,34.489949,0
151,朱華楼 東深津店,,133.3906617,34.4968923,0
152,かつ処 豚笑,,133.3966209,34.5024423,0
153,棒棒　千田店,,133.3884479,34.518149,0
154,こだわりとんかつ かつ将春日店,,133.4042902,34.505889,0
155,グラマーペインバゲットカンパニー,,133.379695,34.4952789,0
156,小魚阿も珍川口店,,133.3850369,34.4732683,0
157,お好み焼 吉甲,,133.3928944,34.4992881,0
158,白ばら 松永店,,133.2592177,34.442836,0
159,居酒屋響樹,,133.2597352,34.4501881,0
160,オムライスのテイクアウト専門店 『オムラッテ』,,133.3528715,34.4839522,0
161,梅の花 福山店,,133.3971074,34.4902029,0
162,料理屋おゝ貫,,133.3904267,34.5583195,0
163,かつれつ大正亭,,133.3819492,34.5503528,0
164,肉菜ダイニング 五色（ごしき）,,133.365435,34.5476285,0
165,棒棒 （バンバン）大門,,133.4420033,34.4889273,0
166,ほんま家,,133.3222103,34.4209778,0
167,<![CDATA[SALVATORE CUOMO & BAR 福山]]>,,133.3626466,34.4872583,0
168,はなの舞 福山駅店,,133.3609286,34.4889677,0
169,味処 まんぷく,,133.3738889,34.4922222,0
170,こだわりとんかつ かつ将神辺店,,133.3563195,34.5471177,0
171,大衆酒場 福山バット,,133.3639809,34.4884908,0
172,龍之子海鮮処,,133.363765,34.489055,0
173,ビッグボーイ 福山店,,133.3587717,34.4850101,0
174,AREA INN FUSHIMICHO FUKUYAMA CASTLE SIDE,,133.3639701,34.4882801,0
175,きはる,,133.3543525,34.494859,0
176,どんまい亭,,133.383342,34.486885,0
177,から揚げ・弁当 鳥まつ,,133.2366229,34.4439444,0
178,壱乃藏,,133.368951,34.489949,0
179,稲毛屋,,133.369768,34.489235,0
180,とんかつ葉月,,133.385159,34.487836,0
181,水呑Cafe Boneu みのみカフェボヌー,店内ランチ営業：11:00-15:00 (LO:14:00)テイクアウト：11:00〜18:00 (LO:17:00）定休日：毎週日曜日、第2・第4月曜日,133.3885856,34.4413011,0
